record_id,blast_target_id,blast_evalue,blast_bitscore,blast_alignment_length,blast_identity_pct,blast_identity_frac,nhmmer_target_id,nhmmer_evalue,nhmmer_bitscore,nhmmer_alignment_length,nhmmer_identity_frac,nhmmer_identity_pct,best_tool,best_target_id,best_evalue,best_bitscore,best_alignment_length,best_identity_frac,best_identity_pct,has_hit,novelty_category
eva_sample_375,HG725765.1/109997-109756,0.025,43.7,189.0,66.667,0.66667,HG725057.1/2260-2009,1.6e-15,63.8,231.0,0.345,34.5,blastn,HG725765.1/109997-109756,0.025,43.7,189.0,0.66667,66.667,True,remote_homolog
eva_sample_376,GK000004.2/32610132-32610202,0.087,41.9,25.0,96.0,0.96,,,,,,,blastn,GK000004.2/32610132-32610202,0.087,41.9,25.0,0.96,96.0,True,identical_near
eva_sample_377,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_378,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_379,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_380,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_381,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_382,DS566315.1/6667-6478,0.087,41.0,38.0,84.211,0.84211,,,,,,,blastn,DS566315.1/6667-6478,0.087,41.0,38.0,0.84211,84.211,True,remote_homolog
eva_sample_383,,,,,,,CBUU010002175.1/48-326,0.00011,27.9,180.0,0.31666666666666665,31.666666666666664,nhmmer,CBUU010002175.1/48-326,0.00011,27.9,180.0,0.31666666666666665,31.666666666666664,True,remote_homolog
eva_sample_384,FTOR01000011.1/79096-78723,0.051,41.9,25.0,96.0,0.96,,,,,,,blastn,FTOR01000011.1/79096-78723,0.051,41.9,25.0,0.96,96.0,True,identical_near
eva_sample_385,CP000113.1/7719819-7719312,0.087,41.0,47.0,78.723,0.78723,,,,,,,blastn,CP000113.1/7719819-7719312,0.087,41.0,47.0,0.78723,78.723,True,remote_homolog
eva_sample_386,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_387,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_388,,,,,,,CBXT010009107.1/1-765,1.4e-23,90.1,285.0,0.695,69.5,nhmmer,CBXT010009107.1/1-765,1.4e-23,90.1,285.0,0.695,69.5,True,remote_homolog
eva_sample_389,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_390,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_391,,,,,,,LHQN01025588.1/542-101,4.3e-06,32.8,384.0,0.5566666666666666,55.666666666666664,nhmmer,LHQN01025588.1/542-101,4.3e-06,32.8,384.0,0.5566666666666666,55.666666666666664,True,remote_homolog
eva_sample_392,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_393,MGRP01000164.1/9882-10234,3.62e-10,68.0,37.0,100.0,1.0,CP005990.1/1020353-1020710,0.00073,26.7,356.0,0.6750700280112045,67.50700280112045,blastn,MGRP01000164.1/9882-10234,3.62e-10,68.0,37.0,1.0,100.0,True,identical_near
eva_sample_394,CYKH01001888.1/2328-2399,0.032,41.0,22.0,100.0,1.0,,,,,,,blastn,CYKH01001888.1/2328-2399,0.032,41.0,22.0,1.0,100.0,True,identical_near
eva_sample_395,LMJN01000002.1/600293-599940,8.04e-06,54.5,34.0,97.059,0.97059,MEKR01000144.1/4750-5104,4.4e-06,33.6,354.0,0.65,65.0,blastn,LMJN01000002.1/600293-599940,8.04e-06,54.5,34.0,0.97059,97.059,True,identical_near
eva_sample_396,,,,,,,LHQN01025588.1/542-101,3.3e-05,30.1,347.0,0.5316666666666666,53.166666666666664,nhmmer,LHQN01025588.1/542-101,3.3e-05,30.1,347.0,0.5316666666666666,53.166666666666664,True,remote_homolog
eva_sample_397,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_398,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_399,AADN04005992.1/6612-10916,0.007,45.5,42.0,83.333,0.83333,,,,,,,blastn,AADN04005992.1/6612-10916,0.007,45.5,42.0,0.83333,83.333,True,remote_homolog
eva_sample_400,JPOS01000090.1/83323-83368,0.007,44.6,38.0,89.474,0.8947400000000001,DF085726.1/3056-3339,1.1e-16,67.1,102.0,0.35333333333333333,35.333333333333336,blastn,JPOS01000090.1/83323-83368,0.007,44.6,38.0,0.8947400000000001,89.474,True,remote_homolog
eva_sample_401,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_402,MNRJ01000086.1/22499-22153,8.4e-06,54.5,34.0,97.059,0.97059,JJMM01000010.1/62354-62703,4.6e-07,36.5,348.0,0.656,65.60000000000001,blastn,MNRJ01000086.1/22499-22153,8.4e-06,54.5,34.0,0.97059,97.059,True,identical_near
eva_sample_403,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_404,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_405,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_406,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_407,LQYX01000074.1/238571-239034,0.025,42.8,43.0,81.395,0.81395,,,,,,,blastn,LQYX01000074.1/238571-239034,0.025,42.8,43.0,0.81395,81.395,True,remote_homolog
eva_sample_408,,,,,,,LHQN01009145.1/1669-1225,3.5e-11,49.6,306.0,0.535,53.5,nhmmer,LHQN01009145.1/1669-1225,3.5e-11,49.6,306.0,0.535,53.5,True,remote_homolog
eva_sample_409,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_410,CP002858.1/636403-636054,8.79e-06,54.5,32.0,96.875,0.96875,,,,,,,blastn,CP002858.1/636403-636054,8.79e-06,54.5,32.0,0.96875,96.875,True,identical_near
eva_sample_411,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_412,CP001281.2/1313664-1313991,0.000556,44.6,24.0,100.0,1.0,,,,,,,blastn,CP001281.2/1313664-1313991,0.000556,44.6,24.0,1.0,100.0,True,identical_near
eva_sample_413,,,,,,,CM007890.1/14408857-14408689,5.9e-11,48.1,104.0,0.205,20.5,nhmmer,CM007890.1/14408857-14408689,5.9e-11,48.1,104.0,0.205,20.5,True,remote_homolog
eva_sample_414,,,,,,,HG723330.1/311-12,0.00033,26.9,253.0,0.425,42.5,nhmmer,HG723330.1/311-12,0.00033,26.9,253.0,0.425,42.5,True,remote_homolog
eva_sample_415,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_416,CP002420.1/1268682-1269044,2.29e-06,55.4,30.0,100.0,1.0,MGPS01000002.1/6999-7351,0.014,22.4,353.0,0.6703910614525139,67.0391061452514,blastn,CP002420.1/1268682-1269044,2.29e-06,55.4,30.0,1.0,100.0,True,identical_near
eva_sample_417,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_418,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_419,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_420,AAVV01000001.1/391566-391176,1.89e-10,68.9,45.0,93.333,0.93333,LT670847.1/2285592-2285212,0.00023,29.1,162.0,0.8585858585858586,85.85858585858585,blastn,AAVV01000001.1/391566-391176,1.89e-10,68.9,45.0,0.93333,93.333,True,identical_near
eva_sample_421,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_422,FR887908.1/29765-30111,0.087,41.9,25.0,96.0,0.96,,,,,,,blastn,FR887908.1/29765-30111,0.087,41.9,25.0,0.96,96.0,True,identical_near
eva_sample_423,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_424,,,,,,,LHQN01009145.1/1669-1225,2.7e-87,299.2,436.0,0.53,53.0,nhmmer,LHQN01009145.1/1669-1225,2.7e-87,299.2,436.0,0.53,53.0,True,remote_homolog
eva_sample_425,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_426,CP001997.1/1380032-1379681,0.004,45.5,29.0,96.552,0.96552,FPIR01000001.1/386856-386484,0.00029,27.7,370.0,0.6935483870967742,69.35483870967742,blastn,CP001997.1/1380032-1379681,0.004,45.5,29.0,0.96552,96.552,True,identical_near
eva_sample_427,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_428,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_429,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_430,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_431,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_432,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_433,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_434,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_435,CP001146.1/1187989-1187640,0.087,41.9,25.0,96.0,0.96,CBXT010009107.1/1-765,0.00076,25.5,88.0,0.7083333333333334,70.83333333333334,blastn,CP001146.1/1187989-1187640,0.087,41.9,25.0,0.96,96.0,True,identical_near
eva_sample_436,MFTT01000031.1/12877-12807,1.43e-05,50.9,30.0,96.667,0.96667,,,,,,,blastn,MFTT01000031.1/12877-12807,1.43e-05,50.9,30.0,0.96667,96.667,True,identical_near
eva_sample_437,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_438,JTDY01008884.1/7464-7406,6.44e-07,57.2,31.0,100.0,1.0,CP010026.1/2698438-2698069,0.0015,25.3,369.0,0.7102272727272727,71.02272727272727,blastn,JTDY01008884.1/7464-7406,6.44e-07,57.2,31.0,1.0,100.0,True,identical_near
eva_sample_439,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_440,MGYU01000102.1/4431-4070,0.000103,50.0,37.0,89.189,0.89189,AM180252.1/573061-573436,0.051,20.3,368.0,0.6790450928381963,67.90450928381962,blastn,MGYU01000102.1/4431-4070,0.000103,50.0,37.0,0.89189,89.189,True,remote_homolog
eva_sample_441,AE017180.1/1874135-1874490,2.34e-05,51.8,28.0,100.0,1.0,FQXR01000006.1/694-344,0.014,22.6,349.0,0.7147540983606557,71.47540983606558,blastn,AE017180.1/1874135-1874490,2.34e-05,51.8,28.0,1.0,100.0,True,identical_near
eva_sample_442,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_443,,,,,,,LHQN01025588.1/542-101,1e-05,31.8,344.0,0.5266666666666666,52.666666666666664,nhmmer,LHQN01025588.1/542-101,1e-05,31.8,344.0,0.5266666666666666,52.666666666666664,True,remote_homolog
eva_sample_444,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_445,,,,,,,AACT01016732.1/1-1458,8.6e-19,74.6,257.0,0.925,92.5,nhmmer,AACT01016732.1/1-1458,8.6e-19,74.6,257.0,0.925,92.5,True,identical_near
eva_sample_446,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_447,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_448,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_449,CP006996.1/1515616-1515248,7.33e-06,53.6,53.0,84.906,0.84906,CP003360.1/4704101-4703747,0.0028,24.7,354.0,0.7069486404833837,70.69486404833837,blastn,CP006996.1/1515616-1515248,7.33e-06,53.6,53.0,0.84906,84.906,True,remote_homolog
eva_sample_450,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_451,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_452,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_453,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_454,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_455,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_456,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_457,HG724264.1/38008-37794,2.17e-09,66.2,154.0,70.13,0.7012999999999999,HG725574.1/18981-18718,3.7e-19,75.9,242.0,0.36666666666666664,36.666666666666664,blastn,HG724264.1/38008-37794,2.17e-09,66.2,154.0,0.7012999999999999,70.13,True,remote_homolog
eva_sample_458,AE017180.1/1874135-1874490,2.94e-05,51.8,28.0,100.0,1.0,JH414706.1/1298391-1298739,0.00028,27.8,348.0,0.6462765957446809,64.62765957446808,blastn,AE017180.1/1874135-1874490,2.94e-05,51.8,28.0,1.0,100.0,True,identical_near
eva_sample_459,MHXM01000110.1/5400-5044,0.087,41.0,27.0,92.593,0.92593,,,,,,,blastn,MHXM01000110.1/5400-5044,0.087,41.0,27.0,0.92593,92.593,True,identical_near
eva_sample_460,MGDD01000163.1/1967-2038,1.75e-07,59.9,50.0,86.0,0.86,LQBF01000075.1/1247-893,6.4e-05,30.0,355.0,0.6845238095238095,68.45238095238095,blastn,MGDD01000163.1/1967-2038,1.75e-07,59.9,50.0,0.86,86.0,True,remote_homolog
eva_sample_461,,,,,,,LHQN01009145.1/1669-1225,0.021,20.9,246.0,0.5116666666666667,51.16666666666667,nhmmer,LHQN01009145.1/1669-1225,0.021,20.9,246.0,0.5116666666666667,51.16666666666667,True,remote_homolog
eva_sample_462,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_463,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_464,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_465,CP002444.1/264550-264198,7.3e-07,57.2,31.0,100.0,1.0,JWJG01000028.1/4984427-4984803,3.8e-05,30.4,377.0,0.6708860759493671,67.08860759493672,blastn,CP002444.1/264550-264198,7.3e-07,57.2,31.0,1.0,100.0,True,identical_near
eva_sample_466,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_467,CP014989.1/3478789-3479156,8.18e-06,54.5,37.0,91.892,0.91892,FXAH01000004.1/112284-111927,2.9e-06,34.7,349.0,0.6612021857923497,66.12021857923497,blastn,CP014989.1/3478789-3479156,8.18e-06,54.5,37.0,0.91892,91.892,True,identical_near
eva_sample_468,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_469,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_470,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_471,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_472,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_473,FR891342.1/102419-102071,1.37e-05,53.6,29.0,100.0,1.0,,,,,,,blastn,FR891342.1/102419-102071,1.37e-05,53.6,29.0,1.0,100.0,True,identical_near
eva_sample_474,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_475,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_476,,,,,,,GL378071.1/4852-2865,3.9e-20,79.0,173.0,0.9366666666666666,93.66666666666667,nhmmer,GL378071.1/4852-2865,3.9e-20,79.0,173.0,0.9366666666666666,93.66666666666667,True,identical_near
eva_sample_477,,,,,,,LHQN01009145.1/1669-1225,1.9e-87,299.7,435.0,0.5233333333333333,52.33333333333333,nhmmer,LHQN01009145.1/1669-1225,1.9e-87,299.7,435.0,0.5233333333333333,52.33333333333333,True,remote_homolog
eva_sample_478,CP001472.1/1452760-1452409,8.33e-06,53.6,29.0,100.0,1.0,LGTC01000001.1/5090391-5090011,0.0018,24.9,377.0,0.6612903225806451,66.12903225806451,blastn,CP001472.1/1452760-1452409,8.33e-06,53.6,29.0,1.0,100.0,True,identical_near
eva_sample_479,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_480,LMSS01000006.1/576330-575964,0.000372,48.2,36.0,88.889,0.88889,MGZO01000115.1/18368-18002,1.1e-05,32.2,366.0,0.6503856041131105,65.03856041131105,blastn,LMSS01000006.1/576330-575964,0.000372,48.2,36.0,0.88889,88.889,True,remote_homolog
eva_sample_481,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_482,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_483,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_484,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_485,AP012057.1/720324-720030,0.025,42.8,37.0,86.486,0.8648600000000001,LHQN01025588.1/542-101,0.03,20.4,215.0,0.5316666666666666,53.166666666666664,blastn,AP012057.1/720324-720030,0.025,42.8,37.0,0.8648600000000001,86.486,True,remote_homolog
eva_sample_486,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_487,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_488,LGKD01307516.1/301-447,0.087,41.9,30.0,90.0,0.9,,,,,,,blastn,LGKD01307516.1/301-447,0.087,41.9,30.0,0.9,90.0,True,identical_near
eva_sample_489,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_490,JHTR01000136.1/18941-14712,0.007,44.6,39.0,84.615,0.84615,,,,,,,blastn,JHTR01000136.1/18941-14712,0.007,44.6,39.0,0.84615,84.615,True,remote_homolog
eva_sample_491,MGWF01000041.1/20621-20968,2.95e-05,52.7,36.0,91.667,0.91667,MGTP01000104.1/706-354,0.022,21.4,175.0,0.6339522546419099,63.395225464190986,blastn,MGWF01000041.1/20621-20968,2.95e-05,52.7,36.0,0.91667,91.667,True,identical_near
eva_sample_492,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_493,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_494,,,,,,,CBUU010025492.1/687-389,1.3e-10,47.3,113.0,0.39666666666666667,39.666666666666664,nhmmer,CBUU010025492.1/687-389,1.3e-10,47.3,113.0,0.39666666666666667,39.666666666666664,True,remote_homolog
eva_sample_495,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_496,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_497,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_498,LGFL01000005.1/14275-14567,0.000702,46.4,35.0,88.571,0.88571,,,,,,,blastn,LGFL01000005.1/14275-14567,0.000702,46.4,35.0,0.88571,88.571,True,remote_homolog
eva_sample_499,LJTK01000352.1/3667-4012,0.000821,45.5,27.0,96.296,0.96296,,,,,,,blastn,LJTK01000352.1/3667-4012,0.000821,45.5,27.0,0.96296,96.296,True,identical_near
eva_sample_500,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_501,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_502,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_503,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_504,AEGL01000150.1/750-1107,4.58e-09,64.4,45.0,91.111,0.9111100000000001,MGQF01000011.1/2615-2962,7.8e-06,33.0,347.0,0.6486486486486487,64.86486486486487,blastn,AEGL01000150.1/750-1107,4.58e-09,64.4,45.0,0.9111100000000001,91.111,True,identical_near
eva_sample_505,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_506,,,,,,,CBXT010009107.1/1-765,9.1e-14,58.1,185.0,0.685,68.5,nhmmer,CBXT010009107.1/1-765,9.1e-14,58.1,185.0,0.685,68.5,True,remote_homolog
eva_sample_507,LLEU01000039.1/39814-40187,2.8e-05,51.8,33.0,93.939,0.93939,ABBZ01002621.1/234-612,2e-06,34.4,379.0,0.6963788300835655,69.63788300835655,blastn,LLEU01000039.1/39814-40187,2.8e-05,51.8,33.0,0.93939,93.939,True,identical_near
eva_sample_508,,,,,,,,,,,,,,,,,,,,False,no_hit
eva_sample_509,CP002039.1/2687527-2687848,2.23e-07,59.0,39.0,94.872,0.94872,FQZS01000019.1/27727-27375,1.2e-05,32.0,352.0,0.6205250596658711,62.05250596658711,blastn,CP002039.1/2687527-2687848,2.23e-07,59.0,39.0,0.94872,94.872,True,identical_near
eva_sample_510,MNZG01000028.1/943-1332,0.048,41.9,25.0,96.0,0.96,,,,,,,blastn,MNZG01000028.1/943-1332,0.048,41.9,25.0,0.96,96.0,True,identical_near
eva_sample_511,CP016094.1/1178456-1178810,0.000102,50.0,39.0,89.744,0.89744,,,,,,,blastn,CP016094.1/1178456-1178810,0.000102,50.0,39.0,0.89744,89.744,True,remote_homolog
